Call,Time,Duration of calls
8856,879,6
4036,879,6
922,879,5
709,879,5
1721,879,5
117,879,4
9962,879,3
9341,879,5
3951,879,6
8721,879,6
9534,879,4
9021,879,5
9304,879,4
9533,879,3
1317,880,4
2564,880,6
2580,880,6
9943,880,6
5936,880,5
9780,880,4
1760,880,5
1970,880,6
2662,880,5
3605,880,5
7315,880,5
3639,880,5
6328,880,5
9428,880,4
9785,880,5
4295,880,5
5097,880,3
6807,880,5
7277,880,6
650,881,4
2114,881,5
736,881,4
1273,881,5
9959,881,6
5963,881,3
8039,881,6
7984,881,5
9623,881,5
664,881,5
5155,881,5
1106,881,8
2751,881,6
6508,881,3
2939,882,5
4773,882,6
6140,882,6
8695,882,5
9624,882,3
2641,882,4
5067,882,6
7338,882,5
5213,882,5
5769,882,3
1909,882,4
3395,882,6
6582,882,7
477,882,4
6761,882,4
614,882,5
8087,882,5
469,882,6
2129,882,6
606,883,3
7753,883,4
915,883,5
7235,883,5
1544,883,6
3525,883,6
2338,883,6
2747,883,5
6295,883,4
9807,883,5
1319,883,3
2373,883,4
9589,883,5
6556,883,6
1588,883,6
6583,884,4
8890,884,7
8956,884,6
9139,884,5
2130,884,5
7615,884,5
5456,884,6
6308,884,5
7787,884,6
9704,884,6
7653,884,4
8775,884,6
7916,884,5
9736,885,4
9880,885,8
2351,885,4
4413,885,6
4706,885,5
4874,885,3
2576,885,5
3403,885,4
5912,885,6
7971,885,6
2614,886,5
9448,886,6
1889,886,5
5104,886,7
6405,886,4
7478,886,4
8074,886,6
1432,886,4
9493,886,3
4255,886,5
7931,886,4
4276,886,6
8837,886,6
7758,886,5
289,886,6
3307,886,5
9909,886,3
1589,886,3
4055,886,5
8559,886,2
2115,887,6
1359,887,6
3377,887,5
5554,887,6
9973,887,5
5529,887,7
8094,887,4
5665,887,6
7876,887,6
8577,887,6
8041,887,7
2639,887,5
8613,887,5
673,888,7
2451,888,3
6820,888,5
4139,888,4
1045,888,5
3278,888,5
5800,888,6
8420,888,4
426,888,6
9420,888,3
9968,888,5
6365,888,5
9615,888,6
1333,888,6
1934,888,6
3070,888,5
3604,888,8
5692,888,4
827,888,4
3741,888,6
5535,888,4
2767,889,4
6598,889,4
9470,889,5
7214,889,4
1114,889,5
2652,889,4
3505,889,6
5553,889,6
5557,889,6
2803,889,6
6791,889,6
7186,889,5
8637,889,5
2273,889,6
5346,889,5
5516,889,4
5836,889,6
6390,889,5
4277,890,6
4633,890,6
6107,890,5
9530,890,5
271,890,5
4132,890,4
977,890,5
1378,890,5
1043,890,4
23,890,6
7659,890,4
2314,890,5
3228,890,6
1677,890,6
4800,890,4
3844,890,6
5124,890,4
6100,891,5
2358,891,5
9632,891,5
4520,891,5
5542,891,3
5098,891,6
7380,891,5
8345,891,4
4548,891,6
5990,891,6
7968,891,5
9595,892,5
2446,892,5
9240,892,5
1756,892,5
6477,892,5
869,892,6
2715,892,6
9556,893,6
424,893,5
8067,893,5
6541,893,6
9186,893,6
7425,893,6
7988,893,7
7280,893,5
1425,893,4
2890,893,4
5086,893,6
2248,893,4
9102,893,4
866,894,5
2718,894,5
5237,894,4
4001,894,4
4166,894,7
2516,894,5
5016,894,4
6497,894,6
7302,894,7
3429,894,6
9697,894,5
6199,894,6
9681,894,4
5538,895,6
335,895,4
4382,895,3
8654,895,5
1510,895,6
1703,895,5
2410,895,4
5387,895,3
4752,895,6
6333,895,5
7541,895,6
8080,895,4
8644,895,5
549,895,5
4140,895,6
6252,895,5
2457,896,6
5857,896,5
4021,896,4
5615,896,4
6425,896,5
3646,896,5
7225,896,4
5164,896,5
6442,896,6
4602,896,6
2607,896,4
5835,896,5
6915,896,6
390,896,5
1769,896,3
3226,896,6
5883,896,4
103,896,6
1683,897,5
4038,897,4
4938,897,4
5643,897,5
1967,897,3
2570,897,5
4363,897,6
5088,897,6
5454,897,6
9105,897,5
401,897,5
8522,897,5
4346,897,4
6728,897,5
9974,898,4
2811,898,5
4452,898,5
300,898,5
7375,898,5
1015,898,5
2622,898,5
6153,898,6
6400,898,5
9858,898,6
3902,899,6
5685,899,4
2425,899,5
7661,899,5
3238,899,6
3624,899,6
9290,899,5
3401,900,4
1276,900,5
4534,900,5
7489,900,5
3016,900,5
5807,900,4
9322,900,5
2190,900,6
8269,900,5
1197,900,4
1926,900,7
2189,900,5
1555,901,6
1806,901,3
7846,901,5
1012,901,5
3039,901,5
2730,901,4
4249,901,7
7864,901,4
3589,901,5
4252,901,5
5722,901,5
6624,901,5
6716,901,3
8660,901,4
4104,902,5
2117,902,5
2935,902,4
7560,902,6
8258,902,4
3393,902,2
8441,902,5
7254,902,6
8475,902,6
894,902,6
6031,902,4
6036,902,4
8008,902,5
3360,902,5
8669,902,3
7573,902,4
7685,902,6
3872,903,5
1640,903,5
2620,903,7
3634,903,6
4716,903,5
7449,903,5
9464,903,5
274,903,7
5044,903,6
2753,903,6
6519,903,6
9538,903,4
352,903,4
3618,903,4
7875,903,5
9662,903,7
7747,903,5
5130,903,5
8880,904,5
828,904,5
8712,904,5
9851,904,5
503,904,5
4338,904,5
6429,904,4
8627,904,4
3996,904,5
9972,904,4
4538,904,4
5220,904,5
6381,904,5
1140,905,4
623,905,3
4517,905,4
3527,905,5
3530,905,3
686,905,6
2394,905,5
4954,905,7
6001,905,5
7036,905,5
7982,905,5
4718,905,4
7024,905,4
1615,905,5
7770,905,5
8384,905,6
9583,905,4
2508,906,4
433,906,5
8287,906,6
2193,906,4
3882,906,5
9251,906,5
6077,906,4
8965,906,6
2230,906,5
6754,906,4
5802,906,6
1833,906,6
2244,906,5
1388,906,5
2044,906,4
2367,906,5
2642,906,6
8401,906,6
5783,907,6
5972,907,5
196,907,5
9854,907,5
9918,907,4
3925,907,5
6080,907,6
1671,907,4
7321,907,5
1499,907,6
9965,907,5
4118,908,4
5781,908,5
104,908,5
5668,908,5
3994,908,6
4544,908,4
652,908,6
4685,908,5
5762,908,5
8572,908,6
8893,908,7
8065,908,4
5157,908,6
2037,908,5
2613,908,6
5460,908,6
6310,908,5
6506,908,3
4128,909,5
7474,909,4
5501,909,5
6348,909,3
2074,909,5
567,909,5
7857,909,5
8338,909,7
1336,909,5
5728,909,7
7919,909,4
8069,909,7
2541,910,6
3261,910,5
7274,910,5
3143,910,5
404,910,5
3478,910,4
881,910,5
9828,910,5
263,910,5
8922,910,4
5247,910,4
1844,911,6
9625,911,4
197,911,5
649,911,3
4596,911,7
382,911,5
7109,911,5
8049,911,4
9138,911,4
9822,911,5
8533,911,5
831,911,4
2735,911,6
8214,911,4
6998,911,3
1485,912,5
287,912,5
2042,912,5
7105,912,7
8305,912,5
4165,912,5
4971,912,5
5855,912,6
6272,912,5
200,913,5
8116,913,5
5628,913,5
7150,913,6
7268,913,7
9660,913,6
366,913,4
3940,913,6
1904,913,3
1989,913,4
2595,913,8
9382,913,6
3609,914,7
5025,914,5
4077,914,5
5168,914,6
6106,914,4
3079,914,4
3239,914,5
8195,914,6
9280,914,4
177,914,6
9853,914,4
2941,914,4
6959,914,3
267,914,6
3132,914,4
1667,915,6
1621,915,6
5723,915,5
3088,915,4
9270,915,6
9917,915,6
968,915,6
4489,915,4
4785,915,5
9951,915,5
7906,915,5
8799,915,4
9846,915,5
1344,915,4
7815,915,5
5095,916,5
76,916,5
461,916,6
9418,916,4
2880,916,6
4012,916,6
7373,916,4
3018,916,5
3745,916,4
8748,916,5
2513,916,6
9737,916,4
3244,916,4
6121,916,5
256,917,6
4182,917,7
6258,917,5
6394,917,4
9135,917,5
307,917,6
2646,917,6
4214,917,5
8821,917,5
9721,917,5
6505,917,5
1915,918,5
3107,918,4
3141,918,5
3251,918,7
1180,918,5
986,918,7
5666,918,6
7203,918,5
8600,918,5
1838,918,6
2588,918,5
3869,918,6
9510,918,4
2804,918,5
741,918,4
1175,918,5
7960,919,6
1914,919,4
3693,919,6
3249,919,5
7136,919,5
7298,919,4
7809,919,6
122,919,5
2882,919,4
4477,919,6
6301,919,5
4173,919,4
3696,920,3
1091,920,6
1946,920,5
4071,920,4
3596,920,6
6485,920,6
7837,920,5
871,920,6
3392,920,5
2807,921,5
4364,921,4
11,921,6
2306,921,6
3030,921,5
8742,921,6
5771,921,5
3683,921,6
4983,921,5
9278,921,4
497,921,6
5029,921,5
3486,922,6
4895,922,6
7840,922,5
4280,922,5
7423,922,5
3552,922,5
1179,922,5
2912,922,5
286,922,5
2160,923,5
2756,923,4
1736,923,3
2099,923,6
5804,923,7
9683,923,6
5988,923,4
6534,923,4
8150,923,4
5221,923,4
1546,924,6
822,924,6
2108,924,4
642,924,4
8438,924,4
9064,924,2
9601,924,5
6440,924,5
4614,924,6
9355,924,4
231,924,6
4549,924,5
6002,924,5
8022,924,5
9759,924,5
8190,925,4
314,925,6
1354,925,7
1522,925,4
9424,925,4
240,925,6
6551,925,5
8862,925,6
2978,925,6
6133,925,5
2695,925,3
7267,925,5
7596,925,4
8417,925,5
9074,925,6
6970,926,5
1369,926,5
7004,926,5
7511,926,4
1100,926,5
1887,926,5
1304,926,6
1426,926,2
5056,926,6
9237,926,6
142,927,6
8710,927,6
8942,927,7
9018,927,6
1574,927,3
4366,927,4
4408,927,5
4411,927,3
2240,927,5
883,927,4
1634,927,5
6721,927,4
7006,927,5
8607,927,6
4884,928,5
2583,928,4
9956,928,6
1707,928,4
2966,928,5
4796,928,4
2382,928,5
4935,928,6
8908,928,4
2845,928,4
5812,928,6
9086,928,6
923,928,3
2038,928,6
733,928,6
9444,928,4
2788,929,5
4193,929,5
6744,929,3
5262,929,5
5285,929,5
4640,929,7
4994,929,3
8082,929,6
5946,929,5
2076,930,5
9140,930,4
9839,930,5
889,930,4
6155,930,6
6663,930,5
8378,930,6
3046,930,5
3055,930,4
7924,930,4
4390,930,6
6383,930,4
8900,931,6
9867,931,5
4643,931,4
5896,931,6
9747,931,5
2467,931,4
2685,931,5
3559,931,6
7309,931,5
5755,932,5
1029,932,6
7516,932,5
556,932,5
2512,932,5
6384,932,6
340,932,5
3152,932,4
8657,932,3
7299,932,6
9122,932,6
7303,932,5
6423,932,5
9359,933,4
3006,933,6
1431,933,6
1731,933,4
8839,933,6
2071,933,6
7566,933,5
1931,933,5
4159,934,5
9480,934,4
4673,934,6
1896,934,5
2655,934,5
558,934,6
5360,935,6
8610,935,6
2000,935,6
7743,935,5
9127,935,5
1666,935,4
2924,935,4
7828,935,5
2478,935,5
1271,935,4
1496,935,6
9156,936,5
800,936,6
1570,936,5
5396,936,5
7153,936,6
8867,936,4
6479,936,6
796,936,5
2198,936,5
3917,936,5
5858,936,6
1073,937,6
1830,937,5
4769,937,5
4833,937,4
7103,937,5
7405,937,3
6621,937,5
7005,937,5
252,937,5
2104,937,6
3025,937,5
9098,937,6
9132,937,5
9824,937,6
1611,937,4
3580,937,4
187,938,4
1208,938,5
367,938,5
1601,938,6
9763,938,5
9930,938,6
4627,938,3
5872,938,6
1402,938,5
2734,939,7
8586,939,7
7795,939,3
7212,939,4
8897,939,6
3512,940,7
3631,940,5
1390,940,6
2977,940,7
9979,940,6
7173,940,6
3765,940,6
5672,940,6
6597,940,2
4341,941,4
7127,941,5
2219,941,6
5443,941,4
8992,941,6
873,941,4
4508,941,5
132,941,6
3264,941,6
2290,941,6
3229,941,6
5026,941,5
5853,941,6
1329,942,5
1936,942,3
5753,942,7
6552,942,6
339,942,6
4174,942,4
4764,942,6
5357,942,3
6880,942,4
1644,942,3
9491,942,6
4561,942,4
7658,942,6
3743,942,6
9044,942,6
6377,942,6
766,943,4
2210,943,8
3256,943,5
1295,943,7
2519,943,4
6389,944,5
6449,944,6
6669,944,4
199,944,4
1059,944,5
6765,944,7
9584,944,6
5283,944,5
5366,944,5
9172,944,5
8998,944,5
3884,945,4
2462,945,7
5922,945,4
6285,945,6
8829,945,5
3608,945,5
2605,945,5
2631,945,6
3726,945,5
5609,945,5
2676,945,6
2202,946,5
2799,946,6
3787,946,3
6804,946,6
1146,946,5
3268,946,5
6729,946,6
8075,947,2
917,947,4
3255,947,4
5892,947,4
6539,947,3
2430,947,5
4734,947,5
6601,948,5
1752,948,3
2858,948,5
8309,948,4
2835,948,5
7301,948,3
347,948,6
9204,948,5
5465,948,7
6610,948,4
1343,948,4
9716,948,6
4109,948,4
4000,948,4
6366,948,6
603,949,4
902,949,5
8402,949,6
3563,949,5
5431,949,6
5980,949,6
1824,949,6
2300,949,6
8358,949,4
9988,949,3
3061,949,5
7779,949,4
1460,949,7
2736,949,4
5336,950,6
6950,950,7
5761,950,6
1678,950,7
5400,950,6
8461,950,6
7624,950,6
5860,950,4
8621,950,6
1071,950,6
6006,950,5
5049,951,3
3349,951,3
8471,951,3
2003,951,6
7623,951,3
3735,951,6
3837,951,6
7696,951,6
6255,951,4
8869,951,6
9517,951,5
580,951,6
9372,951,5
3196,952,5
7582,952,6
7652,952,6
3345,952,5
4205,952,7
7440,952,7
6910,952,6
9456,952,6
4429,952,4
4075,952,5
6097,952,5
5176,952,5
1278,952,6
1907,952,4
2707,952,5
7108,953,5
7907,953,5
4425,953,5
3021,953,5
3565,953,5
964,953,4
1826,954,6
2474,954,5
5613,954,5
1840,954,6
6181,954,4
1242,954,3
1526,954,5
2971,954,6
5195,954,5
5435,954,6
1622,955,6
2012,955,7
8658,955,5
9209,955,4
4653,955,3
3905,955,6
824,956,6
1355,956,4
2904,956,6
6782,956,5
156,956,5
574,956,5
7184,956,7
6876,956,5
1096,956,5
2369,956,5
4780,956,4
631,957,7
5192,957,2
1600,957,6
9183,957,5
534,957,3
1223,957,4
6906,957,4
8727,957,5
6664,958,5
7649,958,6
5693,958,5
6759,958,7
6604,958,6
2077,958,6
9013,958,6
346,958,5
9093,958,5
6975,958,3
5903,958,4
7851,959,3
6697,959,6
8139,959,6
6940,959,6
7450,959,6
8875,959,6
6337,960,6
6673,960,4
3440,960,6
5413,960,6
777,960,6
1302,960,6
6842,960,4
7344,960,6
9888,960,5
5826,960,4
8318,960,4
6642,961,5
1566,961,5
1350,961,5
3989,961,6
4826,961,5
7001,961,6
4334,962,5
1995,962,6
7030,962,5
911,962,4
7532,962,6
5178,962,5
8156,962,5
6764,963,4
8755,963,6
8997,963,5
2848,963,5
8364,963,5
4329,963,5
236,964,6
6298,964,3
1770,964,7
5618,964,5
5342,964,6
8590,964,4
6005,964,5
3804,965,5
8849,965,6
9025,965,6
568,965,5
5767,965,4
7670,965,4
8285,965,4
29,966,4
4068,966,5
6126,966,5
877,966,5
8767,966,4
7998,966,5
9692,966,6
7138,966,4
2657,967,5
3549,967,5
841,967,5
2873,967,5
5410,967,3
9578,967,4
8040,967,5
9475,967,4
5284,968,5
7123,968,5
4707,968,6
6361,968,4
3286,968,4
9508,968,5
1435,968,5
9265,968,5
6712,969,4
3097,969,5
9340,969,6
2253,969,6
7247,970,4
7028,970,6
7706,970,4
7528,971,5
865,971,5
9820,971,6
3852,971,5
2696,972,4
5677,972,5
5158,972,4
8205,972,6
3977,973,6
9406,973,7
422,973,5
7497,973,6
8854,973,4
9521,973,6
7133,973,5
7326,973,7
8360,973,5
5505,973,6
7027,973,6
1375,974,5
5328,974,6
8888,974,5
4032,974,5
8534,974,6
3235,974,6
7889,974,6
6147,974,5
1377,974,3
5170,974,5
3461,975,7
9855,975,4
9505,975,4
767,975,4
1129,975,5
8247,975,6
3732,976,5
3645,976,5
3828,976,7
6062,976,7
8335,976,4
3215,976,6
6386,976,2
9884,976,4
860,977,5
9309,977,5
5000,977,5
589,977,4
364,978,5
908,978,5
3133,978,7
4791,978,4
7654,978,5
4736,978,8
3582,979,6
4005,979,5
7062,979,6
283,979,5
6373,979,4
5419,979,3
496,979,6
4256,980,5
5700,980,6
389,980,4
7693,980,5
9203,980,5
3716,980,4
6282,980,6
2404,980,4
8018,980,2
2151,980,5
7469,980,5
7083,980,4
8802,980,5
7935,981,5
1782,981,5
259,981,6
6346,981,5
2537,981,5
4962,981,4
2326,981,5
963,982,5
7763,982,5
7209,982,4
9870,982,5
1184,982,6
1822,982,4
813,983,5
1729,983,6
4661,983,5
3770,983,6
8692,983,6
5546,983,4
8807,983,4
5653,983,7
3592,983,5
8158,983,5
290,984,5
219,984,8
7843,984,5
4877,984,6
2955,985,6
1262,985,4
2618,985,5
8588,985,6
9904,985,4
8019,985,6
525,985,6
2896,985,5
5712,985,5
3644,986,6
9091,986,4
681,986,5
4375,986,5
6542,986,5
9478,986,4
3758,986,6
1647,986,6
6704,986,6
6924,987,6
9195,987,4
9499,987,5
3847,987,4
4894,987,6
4682,988,4
5782,988,6
361,988,5
2523,988,6
6498,988,3
6212,988,6
7674,988,4
1035,989,5
2840,989,5
7434,989,5
2869,989,7
8878,989,4
5322,990,5
6834,990,5
934,990,4
8843,990,4
9837,990,6
8776,990,4
5047,991,5
6420,991,5
6874,991,5
9699,991,4
2898,991,5
2157,992,3
1281,992,5
7503,992,5
349,992,5
1543,992,3
4927,992,5
7495,992,6
8561,992,6
7018,992,5
5248,992,3
3177,992,6
7888,992,7
9069,993,3
8219,993,6
4934,993,4
2697,993,5
5671,993,5
5321,993,3
5587,993,6
7014,994,5
7873,994,5
4308,994,3
2352,994,6
4624,995,4
1916,995,4
5915,995,4
5932,995,3
2015,995,5
6581,996,4
9712,996,6
9929,996,4
4562,996,6
1083,996,6
30,997,5
9801,997,5
9813,997,5
8989,997,4
1505,997,6
4723,997,4
7728,997,5
9275,997,4
5149,998,7
7461,998,5
5816,998,6
5527,998,5
8734,998,5
3490,998,5
3797,999,6
6702,999,4
6154,999,4
4076,999,5
992,999,5
9379,999,5
7703,999,6
708,1000,5
9415,1000,5
4778,1000,6
6528,1000,6
3669,1000,4
5634,1000,5
4818,1001,7
1966,1001,6
4353,1001,6
9171,1001,5
3027,1002,4
1553,1002,5
3138,1002,7
8690,1002,6
6849,1002,6
2544,1002,6
9096,1003,6
4503,1003,5
9465,1003,6
5428,1003,6
6896,1003,5
10,1003,6
5754,1003,6
5010,1003,4
9754,1003,4
5635,1004,7
845,1004,7
1396,1004,5
8061,1004,6
2125,1005,6
3537,1005,5
33,1005,5
430,1005,6
7361,1005,6
7890,1005,5
3408,1005,6
8845,1005,6
1680,1005,5
744,1006,4
5571,1006,6
4992,1006,5
384,1006,5
6363,1006,7
5216,1006,5
7054,1006,5
357,1007,6
1157,1007,5
2510,1007,6
3294,1007,4
9417,1008,6
1870,1008,4
8130,1008,5
1069,1008,6
4506,1009,7
2778,1009,4
4049,1009,4
8866,1009,5
5005,1009,3
3063,1009,5
5,1009,6
1596,1009,6
7279,1009,4
3483,1010,3
7220,1010,4
7456,1010,5
2066,1010,6
1144,1010,4
7575,1010,5
5659,1010,4
5852,1010,5
6025,1010,4
9288,1010,5
3635,1011,5
6276,1011,7
7806,1011,5
8761,1011,4
3240,1011,5
8810,1011,5
1060,1011,6
453,1011,3
8730,1011,6
3641,1012,4
6815,1012,7
9147,1012,5
5763,1012,4
7240,1012,4
1730,1012,6
5885,1013,5
8200,1013,4
8277,1013,7
728,1013,6
2792,1013,5
6684,1013,4
14,1014,5
8013,1014,6
9658,1014,6
4091,1014,4
8145,1014,7
9299,1014,4
112,1014,5
9423,1014,5
6576,1014,7
8203,1014,6
7448,1015,6
7714,1015,5
4735,1015,5
7552,1015,5
2304,1015,5
6887,1015,7
3110,1015,3
654,1015,6
5758,1016,3
6448,1016,4
101,1016,6
8661,1016,5
3242,1016,6
6453,1016,5
7499,1016,6
2635,1016,6
4180,1017,5
3179,1017,5
5070,1017,5
3163,1017,6
4767,1017,5
60,1018,5
3737,1018,4
5833,1018,2
3792,1018,7
7777,1018,4
4577,1019,4
8023,1019,4
5138,1019,6
1173,1020,5
1182,1021,5
5638,1021,5
7410,1021,8
5273,1021,5
5411,1021,5
3309,1022,6
1715,1022,6
1837,1022,6
2672,1022,5
8204,1022,6
9330,1023,4
5573,1023,7
7797,1023,4
7861,1023,3
7957,1023,4
3664,1023,5
799,1024,4
3458,1024,5
3783,1024,5
7701,1024,6
2235,1024,6
8010,1024,5
9466,1024,4
99,1025,7
1922,1025,5
9767,1025,5
5600,1025,6
2647,1025,4
9812,1025,3
1171,1025,5
7213,1025,3
2612,1025,4
6211,1025,5
9540,1025,6
8448,1026,6
2536,1026,7
2266,1026,6
7100,1027,5
6676,1028,4
8732,1028,6
2180,1028,1
1089,1028,5
622,1028,5
3488,1029,5
5312,1029,3
5478,1030,4
9790,1030,5
4900,1030,6
3335,1031,4
5430,1031,5
7427,1031,7
9630,1031,5
576,1031,8
4825,1031,5
1737,1031,5
3114,1031,5
4675,1031,4
9133,1032,4
1266,1032,4
2713,1032,4
4160,1032,4
3321,1033,4
1749,1033,3
6018,1033,5
6900,1033,6
7732,1033,4
3702,1033,5
3661,1033,6
3887,1033,5
7672,1033,5
9711,1034,6
1010,1034,5
2178,1034,4
6321,1034,3
7417,1034,5
9211,1034,4
2276,1034,5
3502,1034,6
4650,1034,6
5620,1036,3
9698,1036,5
9862,1036,3
9898,1036,3
123,1036,5
3920,1036,4
7208,1036,3
2673,1037,5
3540,1037,7
781,1037,5
3339,1037,5
8100,1037,5
7879,1037,4
1953,1037,4
1398,1037,7
7599,1038,5
4040,1038,5
4103,1038,7
3344,1038,6
4779,1039,3
1080,1039,5
9347,1039,6
3569,1039,4
9666,1039,8
6599,1040,4
6090,1040,4
6879,1040,7
9,1040,4
7882,1041,6
2494,1041,4
7164,1041,4
7991,1041,4
537,1041,3
2630,1041,5
5661,1042,5
2361,1042,3
3728,1042,4
1652,1042,4
8036,1042,7
1325,1042,4
6178,1043,4
5361,1043,4
8349,1043,4
6475,1043,4
4369,1043,5
7441,1044,6
7893,1044,4
7424,1045,6
4711,1045,4
5697,1045,5
8740,1045,5
7400,1045,2
7367,1046,4
8234,1046,6
7920,1046,6
8048,1046,7
4121,1046,4
7050,1047,5
3757,1047,7
5736,1047,4
6762,1047,7
8905,1047,4
9679,1047,4
951,1047,5
5512,1048,6
3622,1048,6
3935,1048,5
5981,1048,5
1449,1049,4
2555,1049,7
4847,1049,8
6831,1049,4
1550,1049,3
2948,1049,4
1567,1049,4
6217,1049,6
6819,1049,4
6430,1050,5
6571,1050,5
8350,1050,3
1875,1050,6
3953,1050,5
1101,1050,5
8279,1050,4
6023,1050,4
5743,1051,6
7016,1051,6
2619,1051,5
5181,1052,4
4899,1052,5
4360,1052,6
4045,1052,3
2067,1053,7
5014,1053,6
4011,1053,7
7388,1054,3
3986,1054,4
9242,1054,6
1394,1054,6
7852,1054,5
9407,1054,5
6198,1055,7
9617,1055,5
3998,1056,5
3812,1056,6
4539,1056,6
4026,1056,5
2949,1057,4
2911,1057,6
3480,1057,5
4710,1058,5
1428,1058,4
9654,1059,4
5610,1059,5
8773,1059,6
2161,1060,6
5131,1060,5
895,1060,4
4608,1060,5
4439,1060,5
2340,1061,6
6480,1061,6
186,1062,5
8363,1062,4
3679,1062,5
6463,1062,4
7859,1062,5
2501,1062,5
6350,1062,4
7130,1062,6
7037,1063,5
5055,1063,7
9753,1063,4
9350,1063,5
2080,1063,5
5765,1063,6
1482,1064,5
6264,1064,5
6817,1064,4
9311,1065,5
7391,1065,6
7386,1065,7
1033,1065,4
3418,1065,5
4404,1065,6
9592,1065,5
324,1066,4
8372,1067,3
9581,1067,6
175,1068,5
7257,1068,5
299,1068,3
5370,1068,5
8490,1069,7
3280,1069,6
429,1069,4
7943,1070,5
1969,1070,4
6747,1071,5
3035,1071,6
9999,1071,4
643,1072,5
5686,1072,5
2577,1072,5
4253,1072,4
9735,1072,7
4064,1072,4
1648,1073,4
6558,1073,5
9603,1073,6
8332,1073,6
9518,1074,6
9457,1074,5
1002,1074,4
1696,1074,4
8275,1075,6
1608,1076,5
3144,1076,6
7261,1076,5
1247,1076,6
9520,1077,6
2154,1078,6
65,1078,4
925,1079,3
7572,1079,4
1982,1081,7
7974,1081,5
8070,1082,5
1542,1082,6
7033,1082,6
1,1083,7
2383,1083,5
3022,1083,3
6734,1083,4
4196,1083,7
577,1083,7
9873,1083,5
975,1085,2
586,1085,3
9591,1085,5
570,1086,6
1296,1086,6
5524,1086,4
5257,1087,5
2919,1087,6
4020,1088,4
5490,1088,5
5590,1089,5
457,1089,5
3863,1089,6
3968,1089,7
8174,1089,4
8947,1090,4
912,1090,5
9314,1090,5
6786,1090,5
3980,1091,7
6743,1091,6
3451,1091,7
5911,1092,5
667,1092,5
3477,1092,4
4470,1092,3
4904,1093,6
2704,1093,4
4695,1093,5
6444,1094,4
2772,1094,5
2357,1096,4
1649,1096,5
2586,1096,7
3124,1097,5
3723,1097,4
147,1097,3
5278,1097,4
9273,1098,4
7966,1098,6
9026,1098,7
3327,1099,5
5041,1099,7
7901,1100,6
7544,1100,5
6315,1100,5
1506,1100,5
2058,1100,6
2102,1100,5
6174,1100,6
8380,1101,5
9402,1101,6
4240,1101,5
4952,1101,7
1372,1102,6
2809,1102,5
6501,1103,5
2581,1104,5
4559,1104,5
5358,1105,5
3948,1105,3
7071,1105,3
6584,1105,4
5964,1106,5
692,1106,7
9541,1106,5
2081,1106,4
2194,1107,5
4830,1108,5
2328,1108,5
8665,1110,5
9326,1110,5
3337,1110,5
1792,1110,4
6827,1111,4
2951,1111,4
8330,1113,5
8970,1113,4
4730,1114,7
1755,1114,5
355,1115,5
6416,1115,6
7818,1115,5
4684,1115,5
8429,1116,5
235,1116,6
6284,1118,7
8032,1118,5
7116,1119,6
5255,1120,4
1081,1121,4
8365,1123,5
3889,1124,6
8118,1124,4
5707,1125,6
7290,1125,6
693,1126,6
8232,1127,4
1357,1127,5
9254,1128,3
519,1128,6
4134,1129,5
6208,1129,7
8832,1129,5
4563,1132,5
6942,1133,5
310,1133,5
4383,1137,3
7595,1137,5
5847,1140,3
599,1140,4
400,1141,6
6799,1141,6
7736,1142,5
5265,1142,5
1976,1143,6
3892,1143,4
8760,1145,6
1188,1145,6
6981,1146,4
5305,1146,6
3544,1147,5
645,1147,4
4201,1147,6
858,1148,4
1699,1150,6
6752,1152,5
5120,1154,5
8554,1154,5
1517,1155,7
2313,1155,5
8568,1155,6
7708,1157,7
182,1157,5
705,1158,6
7128,1158,5
245,1160,7
4892,1160,6
6467,1161,4
138,1163,6
1349,1163,5
1558,1168,5
5890,1169,5
1013,1169,6
2267,1172,3
8681,1173,5
1162,1173,6
6563,1174,6
3355,1175,6
7722,1176,6
2364,1178,6
9811,1178,4
6796,1179,3
7914,1179,5
3254,1180,5
6863,1182,5
9378,1182,6
7390,1183,3
8344,1183,7
399,1185,6
8941,1185,5
5156,1185,4
7098,1188,6
8343,1189,5
1452,1192,6
7064,1193,6
5089,1198,6
5651,1199,3
3219,1200,4
4239,1200,5
6705,1201,6
5884,1206,4
9770,1206,6
6130,1207,5
2156,1208,4
731,1209,6
6009,1209,6
5773,1212,6
1709,1213,5
3643,1217,5
3422,1218,5
8961,1222,6
4817,1230,4
5316,1232,5
5506,1232,3
9649,1232,7
1116,1234,3
5660,1238,6
4378,1244,8
5787,1245,4
4766,1247,4
2272,1248,4
7810,1249,4
1624,1251,4
8114,1262,6
8795,1265,5
5536,1276,4
9205,1287,5
7163,1296,6
6104,1297,8
2441,1324,4
5263,1334,4
6891,1351,4
2176,1369,5
9970,1398,6
